"cell","composite","data_type","data_version","date_resubmitted","date_submitted","date_unrestricted","dcc_accession","geo_sample_accession","grant","lab","lab_exp_id","lab_version","md5sum","obj_status","orig_assembly","project","replicate","size","sub_id","submitted_data_version","table_name","treatment","type","view","filename","fname","url"
"HCF","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-18#,#2010-01-08#,#2010-10-07#,"wgEncodeEH000513","GSM736540","Stam","UW","DS12491","lmax-v1.0","d1dbd2c6a45c885d8ef28afcf53ecf62",,"hg18","wgEncode",2,"1.9M",1593,,"wgEncodeUwDnaseHcfPkRep2","None","narrowPeak","Peaks","wgEncodeUwDnaseHcfPkRep2.narrowPeak.gz","wgEncodeUwDnaseHcfPkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHcfPkRep2.narrowPeak.gz"
"HCF","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-18#,#2010-01-09#,#2010-10-08#,"wgEncodeEH000513","GSM736568","Stam","UW","DS12501","WindowDensity-bin20-win+/-75","518633176f29b814eb70cc161eb30947",,"hg18","wgEncode",1,"123M",1591,,"wgEncodeUwDnaseHcfRawRep1","None","bigWig","RawSignal","wgEncodeUwDnaseHcfRawRep1.bigWig","wgEncodeUwDnaseHcfRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHcfRawRep1.bigWig"
"HCF","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-18#,#2010-01-08#,#2010-10-07#,"wgEncodeEH000513","GSM736540","Stam","UW","DS12491","WindowDensity-bin20-win+/-75","beef4f6ea892127db7240aac1946ba79",,"hg18","wgEncode",2,"144M",1593,,"wgEncodeUwDnaseHcfRawRep2","None","bigWig","RawSignal","wgEncodeUwDnaseHcfRawRep2.bigWig","wgEncodeUwDnaseHcfRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHcfRawRep2.bigWig"
"HCFaa","wgEncodeUwDnase","DnaseSeq","ENCODE Jan 2011 Freeze",,#2010-07-26#,#2011-04-26#,"wgEncodeEH001164","GSM736494","Stam","UW","DS13480","Hotspot-v5.1","669f7d9e6149adfdaba77ae9de7138f0",,"hg19","wgEncode",1,"3.5M",2053,,"wgEncodeUwDnaseHcfaaHotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwDnaseHcfaaHotspotsRep1.broadPeak.gz","wgEncodeUwDnaseHcfaaHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHcfaaHotspotsRep1.broadPeak.gz"
"HCFaa","wgEncodeUwDnase","DnaseSeq","ENCODE Jan 2011 Freeze",,#2010-07-26#,#2011-04-26#,"wgEncodeEH001164","GSM736601","Stam","UW","DS13484","Hotspot-v5.1","e728b22529c909ba8690c01ee873c99a",,"hg19","wgEncode",2,"3.2M",2054,,"wgEncodeUwDnaseHcfaaHotspotsRep2","None","broadPeak","Hotspots","wgEncodeUwDnaseHcfaaHotspotsRep2.broadPeak.gz","wgEncodeUwDnaseHcfaaHotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHcfaaHotspotsRep2.broadPeak.gz"
"HCFaa","wgEncodeUwDnase","DnaseSeq","ENCODE Jan 2011 Freeze",,#2010-07-26#,#2011-04-26#,"wgEncodeEH001164","GSM736494","Stam","UW","DS13480","lmax-v1.0","7eddeed3a73c27d652d1cec6f34556db",,"hg19","wgEncode",1,"2.1M",2053,,"wgEncodeUwDnaseHcfaaPkRep1","None","narrowPeak","Peaks","wgEncodeUwDnaseHcfaaPkRep1.narrowPeak.gz","wgEncodeUwDnaseHcfaaPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHcfaaPkRep1.narrowPeak.gz"
"HCFaa","wgEncodeUwDnase","DnaseSeq","ENCODE Jan 2011 Freeze",,#2010-07-26#,#2011-04-26#,"wgEncodeEH001164","GSM736601","Stam","UW","DS13484","lmax-v1.0","c5b74e2350fd317b41e961ebef50d433",,"hg19","wgEncode",2,"2.0M",2054,,"wgEncodeUwDnaseHcfaaPkRep2","None","narrowPeak","Peaks","wgEncodeUwDnaseHcfaaPkRep2.narrowPeak.gz","wgEncodeUwDnaseHcfaaPkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHcfaaPkRep2.narrowPeak.gz"
"HCFaa","wgEncodeUwDnase","DnaseSeq","ENCODE Jan 2011 Freeze",,#2010-07-26#,#2011-04-26#,"wgEncodeEH001164","GSM736494","Stam","UW","DS13480","WindowDensity-bin20-win+/-75","e9301edb0426891de0f7eee3fb23d9a1",,"hg19","wgEncode",1,"165M",2053,,"wgEncodeUwDnaseHcfaaRawRep1","None","bigWig","RawSignal","wgEncodeUwDnaseHcfaaRawRep1.bigWig","wgEncodeUwDnaseHcfaaRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHcfaaRawRep1.bigWig"
"HCFaa","wgEncodeUwDnase","DnaseSeq","ENCODE Jan 2011 Freeze",,#2010-07-26#,#2011-04-26#,"wgEncodeEH001164","GSM736601","Stam","UW","DS13484","WindowDensity-bin20-win+/-75","eaae0b37827f979d62e71b89ee64b5b2",,"hg19","wgEncode",2,"182M",2054,,"wgEncodeUwDnaseHcfaaRawRep2","None","bigWig","RawSignal","wgEncodeUwDnaseHcfaaRawRep2.bigWig","wgEncodeUwDnaseHcfaaRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHcfaaRawRep2.bigWig"
"HCM","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-18#,#2010-01-09#,#2010-10-08#,"wgEncodeEH000519","GSM736516","Stam","UW","DS12599","Hotspot-v5.1","712046b89a43c25b2a98add9d9b74b10",,"hg18","wgEncode",1,"3.0M",1600,,"wgEncodeUwDnaseHcmHotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwDnaseHcmHotspotsRep1.broadPeak.gz","wgEncodeUwDnaseHcmHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHcmHotspotsRep1.broadPeak.gz"
"HCM","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-18#,#2010-01-09#,#2010-10-08#,"wgEncodeEH000519","GSM736504","Stam","UW","DS12589","Hotspot-v5.1","965d55f6cec08b18a966c3e487e89e54",,"hg18","wgEncode",2,"3.9M",1595,,"wgEncodeUwDnaseHcmHotspotsRep2","None","broadPeak","Hotspots","wgEncodeUwDnaseHcmHotspotsRep2.broadPeak.gz","wgEncodeUwDnaseHcmHotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHcmHotspotsRep2.broadPeak.gz"
"HCM","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-18#,#2010-01-09#,#2010-10-08#,"wgEncodeEH000519","GSM736516","Stam","UW","DS12599","lmax-v1.0","22a9b72b64c555a739924f8191e3a1e2",,"hg18","wgEncode",1,"2.2M",1600,,"wgEncodeUwDnaseHcmPkRep1","None","narrowPeak","Peaks","wgEncodeUwDnaseHcmPkRep1.narrowPeak.gz","wgEncodeUwDnaseHcmPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHcmPkRep1.narrowPeak.gz"
"HCM","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-18#,#2010-01-09#,#2010-10-08#,"wgEncodeEH000519","GSM736504","Stam","UW","DS12589","lmax-v1.0","e7dee3b50978a3ac28096be0c4a98edb",,"hg18","wgEncode",2,"1.8M",1595,,"wgEncodeUwDnaseHcmPkRep2","None","narrowPeak","Peaks","wgEncodeUwDnaseHcmPkRep2.narrowPeak.gz","wgEncodeUwDnaseHcmPkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHcmPkRep2.narrowPeak.gz"
"HCM","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-18#,#2010-01-09#,#2010-10-08#,"wgEncodeEH000519","GSM736516","Stam","UW","DS12599","WindowDensity-bin20-win+/-75","d380408f0d61eb50e6498a10eebf823f",,"hg18","wgEncode",1,"126M",1600,,"wgEncodeUwDnaseHcmRawRep1","None","bigWig","RawSignal","wgEncodeUwDnaseHcmRawRep1.bigWig","wgEncodeUwDnaseHcmRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHcmRawRep1.bigWig"
"HCM","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-18#,#2010-01-09#,#2010-10-08#,"wgEncodeEH000519","GSM736504","Stam","UW","DS12589","WindowDensity-bin20-win+/-75","467d7c098ecf0fbe2cb36109814527ef",,"hg18","wgEncode",2,"161M",1595,,"wgEncodeUwDnaseHcmRawRep2","None","bigWig","RawSignal","wgEncodeUwDnaseHcmRawRep2.bigWig","wgEncodeUwDnaseHcmRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHcmRawRep2.bigWig"
"HConF","wgEncodeUwDnase","DnaseSeq","ENCODE Jan 2011 Freeze",,#2010-07-26#,#2011-04-26#,"wgEncodeEH001165","GSM736547","Stam","UW","DS11642","Hotspot-v5.1","2bb7d17edbee415d11b29218aabad4a2",,"hg19","wgEncode",1,"3.5M",2056,,"wgEncodeUwDnaseHconfHotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwDnaseHconfHotspotsRep1.broadPeak.gz","wgEncodeUwDnaseHconfHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHconfHotspotsRep1.broadPeak.gz"
"HConF","wgEncodeUwDnase","DnaseSeq","ENCODE Jan 2011 Freeze",,#2010-07-26#,#2011-04-26#,"wgEncodeEH001165","GSM736515","Stam","UW","DS11637","Hotspot-v5.1","e65d91927166bd438c1adc5305da975d",,"hg19","wgEncode",2,"3.6M",2055,,"wgEncodeUwDnaseHconfHotspotsRep2","None","broadPeak","Hotspots","wgEncodeUwDnaseHconfHotspotsRep2.broadPeak.gz","wgEncodeUwDnaseHconfHotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHconfHotspotsRep2.broadPeak.gz"
"HConF","wgEncodeUwDnase","DnaseSeq","ENCODE Jan 2011 Freeze",,#2010-07-26#,#2011-04-26#,"wgEncodeEH001165","GSM736547","Stam","UW","DS11642","lmax-v1.0","b8ea00b4b0b3ad4b0400c1d84043cf40",,"hg19","wgEncode",1,"1.8M",2056,,"wgEncodeUwDnaseHconfPkRep1","None","narrowPeak","Peaks","wgEncodeUwDnaseHconfPkRep1.narrowPeak.gz","wgEncodeUwDnaseHconfPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHconfPkRep1.narrowPeak.gz"
"HConF","wgEncodeUwDnase","DnaseSeq","ENCODE Jan 2011 Freeze",,#2010-07-26#,#2011-04-26#,"wgEncodeEH001165","GSM736515","Stam","UW","DS11637","lmax-v1.0","d344eb7d31d985bf81c4488daef6861f",,"hg19","wgEncode",2,"1.9M",2055,,"wgEncodeUwDnaseHconfPkRep2","None","narrowPeak","Peaks","wgEncodeUwDnaseHconfPkRep2.narrowPeak.gz","wgEncodeUwDnaseHconfPkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHconfPkRep2.narrowPeak.gz"
"HConF","wgEncodeUwDnase","DnaseSeq","ENCODE Jan 2011 Freeze",,#2010-07-26#,#2011-04-26#,"wgEncodeEH001165","GSM736547","Stam","UW","DS11642","WindowDensity-bin20-win+/-75","812407a7558cd34b390c424150fd5ff0",,"hg19","wgEncode",1,"178M",2056,,"wgEncodeUwDnaseHconfRawRep1","None","bigWig","RawSignal","wgEncodeUwDnaseHconfRawRep1.bigWig","wgEncodeUwDnaseHconfRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHconfRawRep1.bigWig"
"HConF","wgEncodeUwDnase","DnaseSeq","ENCODE Jan 2011 Freeze",,#2010-07-26#,#2011-04-26#,"wgEncodeEH001165","GSM736515","Stam","UW","DS11637","WindowDensity-bin20-win+/-75","e071dbd444ce3f198a04855ca39a22bb",,"hg19","wgEncode",2,"204M",2055,,"wgEncodeUwDnaseHconfRawRep2","None","bigWig","RawSignal","wgEncodeUwDnaseHconfRawRep2.bigWig","wgEncodeUwDnaseHconfRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHconfRawRep2.bigWig"
"HCPEpiC","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-18#,#2010-01-08#,#2010-10-07#,"wgEncodeEH000514","GSM736569","Stam","UW","DS12447","Hotspot-v5.1","9fc5d51619a45926b931e5105bf3ff1e",,"hg18","wgEncode",1,"3.3M",1598,,"wgEncodeUwDnaseHcpeHotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwDnaseHcpeHotspotsRep1.broadPeak.gz","wgEncodeUwDnaseHcpeHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHcpeHotspotsRep1.broadPeak.gz"
"HCPEpiC","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-18#,#2010-01-08#,#2010-10-07#,"wgEncodeEH000514","GSM736597","Stam","UW","DS12457","Hotspot-v5.1","ca2d3f8fd502d5eb80a311018755fc0b",,"hg18","wgEncode",2,"3.3M",1599,,"wgEncodeUwDnaseHcpeHotspotsRep2","None","broadPeak","Hotspots","wgEncodeUwDnaseHcpeHotspotsRep2.broadPeak.gz","wgEncodeUwDnaseHcpeHotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHcpeHotspotsRep2.broadPeak.gz"
"HCPEpiC","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-18#,#2010-01-08#,#2010-10-07#,"wgEncodeEH000514","GSM736569","Stam","UW","DS12447","lmax-v1.0","41b89e34c01c4a73e90b73634dfb8e02",,"hg18","wgEncode",1,"2.3M",1598,,"wgEncodeUwDnaseHcpePkRep1","None","narrowPeak","Peaks","wgEncodeUwDnaseHcpePkRep1.narrowPeak.gz","wgEncodeUwDnaseHcpePkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHcpePkRep1.narrowPeak.gz"
"HCPEpiC","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-18#,#2010-01-08#,#2010-10-07#,"wgEncodeEH000514","GSM736597","Stam","UW","DS12457","lmax-v1.0","3d148cfadc452c9943f33ba4d637b3e8",,"hg18","wgEncode",2,"2.1M",1599,,"wgEncodeUwDnaseHcpePkRep2","None","narrowPeak","Peaks","wgEncodeUwDnaseHcpePkRep2.narrowPeak.gz","wgEncodeUwDnaseHcpePkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHcpePkRep2.narrowPeak.gz"
"HCPEpiC","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-18#,#2010-01-08#,#2010-10-07#,"wgEncodeEH000514","GSM736569","Stam","UW","DS12447","WindowDensity-bin20-win+/-75","31cbef8efb9dd35fcac700b29cfa7cbb",,"hg18","wgEncode",1,"104M",1598,,"wgEncodeUwDnaseHcpeRawRep1","None","bigWig","RawSignal","wgEncodeUwDnaseHcpeRawRep1.bigWig","wgEncodeUwDnaseHcpeRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHcpeRawRep1.bigWig"
"HCPEpiC","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-18#,#2010-01-08#,#2010-10-07#,"wgEncodeEH000514","GSM736597","Stam","UW","DS12457","WindowDensity-bin20-win+/-75","49987ee158c3312a26efe2ba184ddd00",,"hg18","wgEncode",2,"141M",1599,,"wgEncodeUwDnaseHcpeRawRep2","None","bigWig","RawSignal","wgEncodeUwDnaseHcpeRawRep2.bigWig","wgEncodeUwDnaseHcpeRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHcpeRawRep2.bigWig"
"HCT-116","wgEncodeUwDnase","DnaseSeq","ENCODE Jan 2011 Freeze",,#2010-07-24#,#2011-04-24#,"wgEncodeEH001162","GSM736600","Stam","UW","DS13551","Hotspot-v5.1","a3df8906449790b0bda3f0986d21f684",,"hg19","wgEncode",1,"2.9M",2043,,"wgEncodeUwDnaseHct116HotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwDnaseHct116HotspotsRep1.broadPeak.gz","wgEncodeUwDnaseHct116HotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHct116HotspotsRep1.broadPeak.gz"
"HCT-116","wgEncodeUwDnase","DnaseSeq","ENCODE Jan 2011 Freeze",,#2010-07-24#,#2011-04-24#,"wgEncodeEH001162","GSM736493","Stam","UW","DS13547","Hotspot-v5.1","ad47ae0888852b87d9e608ace313ce85",,"hg19","wgEncode",2,"3.2M",2040,,"wgEncodeUwDnaseHct116HotspotsRep2","None","broadPeak","Hotspots","wgEncodeUwDnaseHct116HotspotsRep2.broadPeak.gz","wgEncodeUwDnaseHct116HotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHct116HotspotsRep2.broadPeak.gz"
"HCT-116","wgEncodeUwDnase","DnaseSeq","ENCODE Jan 2011 Freeze",,#2010-07-24#,#2011-04-24#,"wgEncodeEH001162","GSM736600","Stam","UW","DS13551","lmax-v1.0","23b1e3f60af4565778988ad3c2ca7a5a",,"hg19","wgEncode",1,"1.3M",2043,,"wgEncodeUwDnaseHct116PkRep1","None","narrowPeak","Peaks","wgEncodeUwDnaseHct116PkRep1.narrowPeak.gz","wgEncodeUwDnaseHct116PkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHct116PkRep1.narrowPeak.gz"
"HCT-116","wgEncodeUwDnase","DnaseSeq","ENCODE Jan 2011 Freeze",,#2010-07-24#,#2011-04-24#,"wgEncodeEH001162","GSM736493","Stam","UW","DS13547","lmax-v1.0","548d6a7e74d472494fd435fb26622507",,"hg19","wgEncode",2,"1.4M",2040,,"wgEncodeUwDnaseHct116PkRep2","None","narrowPeak","Peaks","wgEncodeUwDnaseHct116PkRep2.narrowPeak.gz","wgEncodeUwDnaseHct116PkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHct116PkRep2.narrowPeak.gz"
"HCT-116","wgEncodeUwDnase","DnaseSeq","ENCODE Jan 2011 Freeze",,#2010-07-24#,#2011-04-24#,"wgEncodeEH001162","GSM736600","Stam","UW","DS13551","WindowDensity-bin20-win+/-75","2eb97aef2a5871ae31192188c27b4068",,"hg19","wgEncode",1,"169M",2043,,"wgEncodeUwDnaseHct116RawRep1","None","bigWig","RawSignal","wgEncodeUwDnaseHct116RawRep1.bigWig","wgEncodeUwDnaseHct116RawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHct116RawRep1.bigWig"
"HCT-116","wgEncodeUwDnase","DnaseSeq","ENCODE Jan 2011 Freeze",,#2010-07-24#,#2011-04-24#,"wgEncodeEH001162","GSM736493","Stam","UW","DS13547","WindowDensity-bin20-win+/-75","9d0241cfae8aa8b16742e3228db750ea",,"hg19","wgEncode",2,"195M",2040,,"wgEncodeUwDnaseHct116RawRep2","None","bigWig","RawSignal","wgEncodeUwDnaseHct116RawRep2.bigWig","wgEncodeUwDnaseHct116RawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHct116RawRep2.bigWig"
"HEEpiC","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-18#,#2010-01-10#,#2010-10-09#,"wgEncodeEH000515","GSM736585","Stam","UW","DS12763","Hotspot-v5.1","ef13cb78621ef81b4f1d1d51adbe7211",,"hg18","wgEncode",1,"3.6M",1601,,"wgEncodeUwDnaseHeeHotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwDnaseHeeHotspotsRep1.broadPeak.gz","wgEncodeUwDnaseHeeHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHeeHotspotsRep1.broadPeak.gz"
"HEEpiC","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-18#,#2010-01-08#,#2010-10-07#,"wgEncodeEH000515","GSM736532","Stam","UW","DS12768","Hotspot-v5.1","2b25669c97f79215335fc430b846d310",,"hg18","wgEncode",2,"3.6M",1602,,"wgEncodeUwDnaseHeeHotspotsRep2","None","broadPeak","Hotspots","wgEncodeUwDnaseHeeHotspotsRep2.broadPeak.gz","wgEncodeUwDnaseHeeHotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHeeHotspotsRep2.broadPeak.gz"
"HEEpiC","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-18#,#2010-01-10#,#2010-10-09#,"wgEncodeEH000515","GSM736585","Stam","UW","DS12763","lmax-v1.0","c9917594551b41486f68be67ab9328b2",,"hg18","wgEncode",1,"2.4M",1601,,"wgEncodeUwDnaseHeePkRep1","None","narrowPeak","Peaks","wgEncodeUwDnaseHeePkRep1.narrowPeak.gz","wgEncodeUwDnaseHeePkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHeePkRep1.narrowPeak.gz"
"HEEpiC","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-18#,#2010-01-08#,#2010-10-07#,"wgEncodeEH000515","GSM736532","Stam","UW","DS12768","lmax-v1.0","a6092171a395e5ce0a641423be58d233",,"hg18","wgEncode",2,"2.0M",1602,,"wgEncodeUwDnaseHeePkRep2","None","narrowPeak","Peaks","wgEncodeUwDnaseHeePkRep2.narrowPeak.gz","wgEncodeUwDnaseHeePkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHeePkRep2.narrowPeak.gz"
"HEEpiC","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-18#,#2010-01-10#,#2010-10-09#,"wgEncodeEH000515","GSM736585","Stam","UW","DS12763","WindowDensity-bin20-win+/-75","aaa612513f189f3f5f6d9071cf8c8c5e",,"hg18","wgEncode",1,"163M",1601,,"wgEncodeUwDnaseHeeRawRep1","None","bigWig","RawSignal","wgEncodeUwDnaseHeeRawRep1.bigWig","wgEncodeUwDnaseHeeRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHeeRawRep1.bigWig"
"HEEpiC","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-18#,#2010-01-08#,#2010-10-07#,"wgEncodeEH000515","GSM736532","Stam","UW","DS12768","WindowDensity-bin20-win+/-75","ae75c284187c90a239c2722eeec3999a",,"hg18","wgEncode",2,"150M",1602,,"wgEncodeUwDnaseHeeRawRep2","None","bigWig","RawSignal","wgEncodeUwDnaseHeeRawRep2.bigWig","wgEncodeUwDnaseHeeRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHeeRawRep2.bigWig"
"HeLa-S3","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-18#,#2009-07-02#,#2010-04-01#,"wgEncodeEH000495","GSM736564","Stam","UW","DS10011","Hotspot-v5.1","c1754c920cd6ed70949ff16acee0902d",,"hg18","wgEncode",1,"2.9M",1605,,"wgEncodeUwDnaseHelas3HotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwDnaseHelas3HotspotsRep1.broadPeak.gz","wgEncodeUwDnaseHelas3HotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHelas3HotspotsRep1.broadPeak.gz"
"HeLa-S3","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-18#,#2009-07-02#,#2010-04-01#,"wgEncodeEH000495","GSM736510","Stam","UW","DS8200","Hotspot-v5.1","bdf6dbee807be4eb7ab54be467dce12a",,"hg18","wgEncode",2,"2.8M",1604,,"wgEncodeUwDnaseHelas3HotspotsRep2","None","broadPeak","Hotspots","wgEncodeUwDnaseHelas3HotspotsRep2.broadPeak.gz","wgEncodeUwDnaseHelas3HotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHelas3HotspotsRep2.broadPeak.gz"
"HeLa-S3","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-18#,#2009-07-02#,#2010-04-01#,"wgEncodeEH000495","GSM736564","Stam","UW","DS10011","lmax-v1.0","9e09bbeb4509b60e98f19cf39b103811",,"hg18","wgEncode",1,"1.5M",1605,,"wgEncodeUwDnaseHelas3PkRep1","None","narrowPeak","Peaks","wgEncodeUwDnaseHelas3PkRep1.narrowPeak.gz","wgEncodeUwDnaseHelas3PkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHelas3PkRep1.narrowPeak.gz"
