"bio_rep","cell","composite","data_type","data_version","date_resubmitted","date_submitted","date_unrestricted","dcc_accession","dcc_internal_notes","donor_id","geo_sample_accession","grant","lab","lab_exp_id","lab_protocol_id","lab_version","localization","md5sum","obj_status","project","read_type","replicate","rna_extract","seq_platform","sex","size","spike_in_pool","sub_id","submitted_data_version","table_name","type","view","filename","fname","url"
"055WC","HAoAF","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jul 2012 Freeze",,#2012-06-29#,#2013-03-29#,"wgEncodeEH002679",,6111301.9,"GSM984614","Gingeras","CSHL","LID47020","055WCt",,"cell","bcb10e1f55639687f6e44222641a2744",,"wgEncode","2x101D",1,"total","Illumina_HiSeq_2000",,"127M","Nist13",7191,,"wgEncodeCshlLongRnaSeqHaoafCellTotalMinusSignalRep1","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqHaoafCellTotalMinusSignalRep1.bigWig","wgEncodeCshlLongRnaSeqHaoafCellTotalMinusSignalRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHaoafCellTotalMinusSignalRep1.bigWig"
"055WC","HAoAF","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jul 2012 Freeze",,#2012-06-29#,#2013-03-29#,"wgEncodeEH002679",,6111301.9,"GSM984614","Gingeras","CSHL","LID47020","055WCt",,"cell","7609eff7681ef2c5136d7f153b384e2c",,"wgEncode","2x101D",1,"total","Illumina_HiSeq_2000",,"130M","Nist13",7191,,"wgEncodeCshlLongRnaSeqHaoafCellTotalPlusSignalRep1","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqHaoafCellTotalPlusSignalRep1.bigWig","wgEncodeCshlLongRnaSeqHaoafCellTotalPlusSignalRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHaoafCellTotalPlusSignalRep1.bigWig"
"057WC","HAoEC","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-25#,#2012-11-25#,"wgEncodeEH002680",,7071706.1,"GSM984618","Gingeras","CSHL","LID47022",,,"cell","c337ddd4e1e09072747176d7698f583b",,"wgEncode","2x101D",1,"total","Illumina_HiSeq_2000",,"399M","Nist13",5874,,"wgEncodeCshlLongRnaSeqHaoec70717061CellTotalMinusRep1","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqHaoec70717061CellTotalMinusRep1.bigWig","wgEncodeCshlLongRnaSeqHaoec70717061CellTotalMinusRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHaoec70717061CellTotalMinusRep1.bigWig"
"057WC","HAoEC","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-25#,#2012-11-25#,"wgEncodeEH002680",,7071706.1,"GSM984618","Gingeras","CSHL","LID47022",,,"cell","9f5aa2a7e09af101704bae70a6e346bf",,"wgEncode","2x101D",1,"total","Illumina_HiSeq_2000",,"404M","Nist13",5874,,"wgEncodeCshlLongRnaSeqHaoec70717061CellTotalPlusRep1","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqHaoec70717061CellTotalPlusRep1.bigWig","wgEncodeCshlLongRnaSeqHaoec70717061CellTotalPlusRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHaoec70717061CellTotalPlusRep1.bigWig"
"057WC,058WC","HAoEC","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-03-16#,#2012-12-16#,"wgEncodeEH002680",,"7071706.1,8061102.1","GSM984618","Gingeras","CSHL","LID47022,LID47023",,"iIDR","cell","d2dee2786ea0625a9342b3ed65af3d53",,"wgEncode","2x101D",,"total","Illumina_HiSeq_2000",,"26M","Nist13",6030,,"wgEncodeCshlLongRnaSeqHaoecCellTotalContigs","bedRnaElements","Contigs","wgEncodeCshlLongRnaSeqHaoecCellTotalContigs.bedRnaElements.gz","wgEncodeCshlLongRnaSeqHaoecCellTotalContigs.bedRnaElements","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHaoecCellTotalContigs.bedRnaElements.gz"
"058WC","HAoEC","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-03-14#,#2012-12-14#,"wgEncodeEH002680",,8061102.1,"GSM984618","Gingeras","CSHL","LID47023",,,"cell","b22af9bfc9d1d1b4c854ec125b3de8b6",,"wgEncode","2x101D",2,"total","Illumina_HiSeq_2000",,"338M","Nist13",5994,,"wgEncodeCshlLongRnaSeqHaoecCellTotalMinusRep2","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqHaoecCellTotalMinusRep2.bigWig","wgEncodeCshlLongRnaSeqHaoecCellTotalMinusRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHaoecCellTotalMinusRep2.bigWig"
"058WC","HAoEC","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-03-14#,#2012-12-14#,"wgEncodeEH002680",,8061102.1,"GSM984618","Gingeras","CSHL","LID47023",,,"cell","0eadd39b79ce4507e535612b19271564",,"wgEncode","2x101D",2,"total","Illumina_HiSeq_2000",,"344M","Nist13",5994,,"wgEncodeCshlLongRnaSeqHaoecCellTotalPlusRep2","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqHaoecCellTotalPlusRep2.bigWig","wgEncodeCshlLongRnaSeqHaoecCellTotalPlusRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHaoecCellTotalPlusRep2.bigWig"
"059WC","HCH","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-24#,#2012-11-24#,"wgEncodeEH002674",,"0011308.2P","GSM984611","Gingeras","CSHL","LID47024",,,"cell","1d14cf8d5c47ba3e13c11cc978d47344",,"wgEncode","2x101D",1,"total","Illumina_HiSeq_2000",,"370M","Nist13",5868,,"wgEncodeCshlLongRnaSeqHch00113082pCellTotalMinusRep1","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqHch00113082pCellTotalMinusRep1.bigWig","wgEncodeCshlLongRnaSeqHch00113082pCellTotalMinusRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHch00113082pCellTotalMinusRep1.bigWig"
"059WC","HCH","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-24#,#2012-11-24#,"wgEncodeEH002674",,"0011308.2P","GSM984611","Gingeras","CSHL","LID47024",,,"cell","85f89554f323ab1fc88bcf8bf2a38d37",,"wgEncode","2x101D",1,"total","Illumina_HiSeq_2000",,"377M","Nist13",5868,,"wgEncodeCshlLongRnaSeqHch00113082pCellTotalPlusRep1","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqHch00113082pCellTotalPlusRep1.bigWig","wgEncodeCshlLongRnaSeqHch00113082pCellTotalPlusRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHch00113082pCellTotalPlusRep1.bigWig"
"060WC","HCH","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-24#,#2012-11-24#,"wgEncodeEH002674",,8100808.2,"GSM984611","Gingeras","CSHL","LID47025",,,"cell","b3eb5300e4d2472a5435c16f2b094d54",,"wgEncode","2x101D",2,"total","Illumina_HiSeq_2000",,"419M","Nist13",5866,,"wgEncodeCshlLongRnaSeqHch81008082CellTotalMinusRep2","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqHch81008082CellTotalMinusRep2.bigWig","wgEncodeCshlLongRnaSeqHch81008082CellTotalMinusRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHch81008082CellTotalMinusRep2.bigWig"
"060WC","HCH","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-24#,#2012-11-24#,"wgEncodeEH002674",,8100808.2,"GSM984611","Gingeras","CSHL","LID47025",,,"cell","e93bf22120127d4729babf3b93cef176",,"wgEncode","2x101D",2,"total","Illumina_HiSeq_2000",,"427M","Nist13",5866,,"wgEncodeCshlLongRnaSeqHch81008082CellTotalPlusRep2","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqHch81008082CellTotalPlusRep2.bigWig","wgEncodeCshlLongRnaSeqHch81008082CellTotalPlusRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHch81008082CellTotalPlusRep2.bigWig"
"059WC,060WC","HCH","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-03-14#,#2012-12-14#,"wgEncodeEH002674",,"0011308.2P,8100808.2","GSM984611","Gingeras","CSHL","LID47024,LID47025",,"iIDR","cell","6f1b44fa5f4ddcc9799558c50d765312",,"wgEncode","2x101D",,"total","Illumina_HiSeq_2000",,"32M","Nist13",5996,,"wgEncodeCshlLongRnaSeqHchCellTotalContigs","bedRnaElements","Contigs","wgEncodeCshlLongRnaSeqHchCellTotalContigs.bedRnaElements.gz","wgEncodeCshlLongRnaSeqHchCellTotalContigs.bedRnaElements","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHchCellTotalContigs.bedRnaElements.gz"
"011WC","HeLa-S3","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2011-01-21#,#2011-10-21#,"wgEncodeEH000191",,,"GSM767847","Gingeras","CSHL","LID8790",,,"cell","5044e4377722e5f4890cdc31068d895d",,"wgEncode","2x76D",1,"longNonPolyA","Illumina_GA2x",,"160M","Nist14",3486,,"wgEncodeCshlLongRnaSeqHelas3CellLongnonpolyaMinusRawSigRep1","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqHelas3CellLongnonpolyaMinusRawSigRep1.bigWig","wgEncodeCshlLongRnaSeqHelas3CellLongnonpolyaMinusRawSigRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHelas3CellLongnonpolyaMinusRawSigRep1.bigWig"
"012WC","HeLa-S3","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-12-23#,#2011-09-23#,"wgEncodeEH000191",,,"GSM767847","Gingeras","CSHL","LID8791",,,"cell","b5d7cecee2e5d5a98eebfd6a0635c546",,"wgEncode","2x76D",2,"longNonPolyA","Illumina_GA2x",,"203M","Nist14",3140,,"wgEncodeCshlLongRnaSeqHelas3CellLongnonpolyaMinusRawSigRep2","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqHelas3CellLongnonpolyaMinusRawSigRep2.bigWig","wgEncodeCshlLongRnaSeqHelas3CellLongnonpolyaMinusRawSigRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHelas3CellLongnonpolyaMinusRawSigRep2.bigWig"
"011WC","HeLa-S3","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2011-01-21#,#2011-10-21#,"wgEncodeEH000191",,,"GSM767847","Gingeras","CSHL","LID8790",,,"cell","3b2dcd9f6aa6ce0401ef8184a60c5aae",,"wgEncode","2x76D",1,"longNonPolyA","Illumina_GA2x",,"162M","Nist14",3486,,"wgEncodeCshlLongRnaSeqHelas3CellLongnonpolyaPlusRawSigRep1","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqHelas3CellLongnonpolyaPlusRawSigRep1.bigWig","wgEncodeCshlLongRnaSeqHelas3CellLongnonpolyaPlusRawSigRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHelas3CellLongnonpolyaPlusRawSigRep1.bigWig"
"012WC","HeLa-S3","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-12-23#,#2011-09-23#,"wgEncodeEH000191",,,"GSM767847","Gingeras","CSHL","LID8791",,,"cell","8528af1b3affa677a8f8d9d676a2b5a7",,"wgEncode","2x76D",2,"longNonPolyA","Illumina_GA2x",,"211M","Nist14",3140,,"wgEncodeCshlLongRnaSeqHelas3CellLongnonpolyaPlusRawSigRep2","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqHelas3CellLongnonpolyaPlusRawSigRep2.bigWig","wgEncodeCshlLongRnaSeqHelas3CellLongnonpolyaPlusRawSigRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHelas3CellLongnonpolyaPlusRawSigRep2.bigWig"
"011WC,012WC","HeLa-S3","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2011-02-18#,#2011-11-18#,"wgEncodeEH000191",,,"GSM767847","Gingeras","CSHL","LID8790,LID8791",,"iIDR","cell","4fa910c7c2c7830ad7599080cd87aa6a",,"wgEncode","2x76D",,"longNonPolyA","Illumina_GA2x",,"14M","Nist14",3629,,"wgEncodeCshlLongRnaSeqHelas3CellPamContigs","bedRnaElements","Contigs","wgEncodeCshlLongRnaSeqHelas3CellPamContigs.bedRnaElements.gz","wgEncodeCshlLongRnaSeqHelas3CellPamContigs.bedRnaElements","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHelas3CellPamContigs.bedRnaElements.gz"
"011WC,012WC","HeLa-S3","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2011-02-18#,#2011-11-18#,"wgEncodeEH000173",,,"GSM765402","Gingeras","CSHL","LID16633,LID16634",,"iIDR","cell","62dc3de75d8b4cab7ad9c17dafe80b7f",,"wgEncode","2x76D",,"longPolyA","Illumina_GA2x",,"13M","Nist14",3630,,"wgEncodeCshlLongRnaSeqHelas3CellPapContigs","bedRnaElements","Contigs","wgEncodeCshlLongRnaSeqHelas3CellPapContigs.bedRnaElements.gz","wgEncodeCshlLongRnaSeqHelas3CellPapContigs.bedRnaElements","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHelas3CellPapContigs.bedRnaElements.gz"
"011WC","HeLa-S3","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-09-30#,#2011-06-30#,"wgEncodeEH000173",,,"GSM765402","Gingeras","CSHL","LID16633",,,"cell","4c8133208746d95a84534516be4fb92f",,"wgEncode","2x76D",1,"longPolyA","Illumina_GA2x",,"638M","Nist14",1944,,"wgEncodeCshlLongRnaSeqHelas3CellPapMinusRawSigRep1","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqHelas3CellPapMinusRawSigRep1.bigWig","wgEncodeCshlLongRnaSeqHelas3CellPapMinusRawSigRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHelas3CellPapMinusRawSigRep1.bigWig"
"012WC","HeLa-S3","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-09-30#,#2011-06-30#,"wgEncodeEH000173",,,"GSM765402","Gingeras","CSHL","LID16634",,,"cell","5cbe232463bd9917bfa89548688beef6",,"wgEncode","2x76D",2,"longPolyA","Illumina_GA2x",,"609M","Nist14",1957,,"wgEncodeCshlLongRnaSeqHelas3CellPapMinusRawSigRep2","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqHelas3CellPapMinusRawSigRep2.bigWig","wgEncodeCshlLongRnaSeqHelas3CellPapMinusRawSigRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHelas3CellPapMinusRawSigRep2.bigWig"
"011WC","HeLa-S3","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-09-30#,#2011-06-30#,"wgEncodeEH000173",,,"GSM765402","Gingeras","CSHL","LID16633",,,"cell","6b44a360b1e6b4f6f99cc00ae766c98d",,"wgEncode","2x76D",1,"longPolyA","Illumina_GA2x",,"667M","Nist14",1944,,"wgEncodeCshlLongRnaSeqHelas3CellPapPlusRawSigRep1","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqHelas3CellPapPlusRawSigRep1.bigWig","wgEncodeCshlLongRnaSeqHelas3CellPapPlusRawSigRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHelas3CellPapPlusRawSigRep1.bigWig"
"012WC","HeLa-S3","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-09-30#,#2011-06-30#,"wgEncodeEH000173",,,"GSM765402","Gingeras","CSHL","LID16634",,,"cell","447bdb59952394559f8e6a63e3cf5cd6",,"wgEncode","2x76D",2,"longPolyA","Illumina_GA2x",,"631M","Nist14",1957,,"wgEncodeCshlLongRnaSeqHelas3CellPapPlusRawSigRep2","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqHelas3CellPapPlusRawSigRep2.bigWig","wgEncodeCshlLongRnaSeqHelas3CellPapPlusRawSigRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHelas3CellPapPlusRawSigRep2.bigWig"
"012C","HeLa-S3","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2011-01-11#,#2011-10-11#,"wgEncodeEH000201",,,"GSM767838","Gingeras","CSHL","LID18551",,,"cytosol","994f692cfdc2f868f2a9b0d2a7e8adc9",,"wgEncode","2x76D",2,"longNonPolyA","Illumina_GA2x",,"40M","Nist14",3223,,"wgEncodeCshlLongRnaSeqHelas3CytosolLongnonpolyaMinusRawSigRep2","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqHelas3CytosolLongnonpolyaMinusRawSigRep2.bigWig","wgEncodeCshlLongRnaSeqHelas3CytosolLongnonpolyaMinusRawSigRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHelas3CytosolLongnonpolyaMinusRawSigRep2.bigWig"
"012C","HeLa-S3","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2011-01-11#,#2011-10-11#,"wgEncodeEH000201",,,"GSM767838","Gingeras","CSHL","LID18551",,,"cytosol","a47f6dba257a0e77c6c0dec9dc4e619a",,"wgEncode","2x76D",2,"longNonPolyA","Illumina_GA2x",,"40M","Nist14",3223,,"wgEncodeCshlLongRnaSeqHelas3CytosolLongnonpolyaPlusRawSigRep2","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqHelas3CytosolLongnonpolyaPlusRawSigRep2.bigWig","wgEncodeCshlLongRnaSeqHelas3CytosolLongnonpolyaPlusRawSigRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHelas3CytosolLongnonpolyaPlusRawSigRep2.bigWig"
"012C","HeLa-S3","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2011-02-18#,#2011-11-18#,"wgEncodeEH000201",,,"GSM767838","Gingeras","CSHL","LID18551",,"iIDR","cytosol","86b4ee2f5323ff857ddd2a799b2f5291","replaced","wgEncode","2x76D",,"longNonPolyA","Illumina_GA2x",,"8.1M","Nist14",3631,,"wgEncodeCshlLongRnaSeqHelas3CytosolPamContigs","bedRnaElements","Contigs","wgEncodeCshlLongRnaSeqHelas3CytosolPamContigs.bedRnaElements.gz","wgEncodeCshlLongRnaSeqHelas3CytosolPamContigs.bedRnaElements","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHelas3CytosolPamContigs.bedRnaElements.gz"
"012C","HeLa-S3","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-10#,#2012-11-10#,"wgEncodeEH000201",,,"GSM767838","Gingeras","CSHL","LID18551",,,"cytosol","ddff3265691dc3fc950931b2b6ff5efd",,"wgEncode","2x76D",,"longNonPolyA","Illumina_GA2x",,"8.1M","Nist14",5612,"V2 - Replace . with -1 for missing data","wgEncodeCshlLongRnaSeqHelas3CytosolPamContigsV2","bedRnaElements","Contigs","wgEncodeCshlLongRnaSeqHelas3CytosolPamContigsV2.bedRnaElements.gz","wgEncodeCshlLongRnaSeqHelas3CytosolPamContigsV2.bedRnaElements","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHelas3CytosolPamContigsV2.bedRnaElements.gz"
"011C,012C","HeLa-S3","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2011-02-18#,#2011-11-18#,"wgEncodeEH000171",,,"GSM765404","Gingeras","CSHL","LID8469,LID8470",,"iIDR","cytosol","5cb1bc3458ff89dc1293ff076de42f3b",,"wgEncode","2x76D",,"longPolyA","Illumina_GA2x",,"9.8M","Nist14",3632,,"wgEncodeCshlLongRnaSeqHelas3CytosolPapContigs","bedRnaElements","Contigs","wgEncodeCshlLongRnaSeqHelas3CytosolPapContigs.bedRnaElements.gz","wgEncodeCshlLongRnaSeqHelas3CytosolPapContigs.bedRnaElements","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHelas3CytosolPapContigs.bedRnaElements.gz"
"011C","HeLa-S3","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-09-30#,#2011-06-30#,"wgEncodeEH000171",,,"GSM765404","Gingeras","CSHL","LID8469",,,"cytosol","245a245e27347eda4d51298f3d5736a0",,"wgEncode","2x76D",1,"longPolyA","Illumina_GA2x",,"338M","Nist14",1951,,"wgEncodeCshlLongRnaSeqHelas3CytosolPapMinusRawSigRep1","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqHelas3CytosolPapMinusRawSigRep1.bigWig","wgEncodeCshlLongRnaSeqHelas3CytosolPapMinusRawSigRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHelas3CytosolPapMinusRawSigRep1.bigWig"
"012C","HeLa-S3","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-09-30#,#2011-06-30#,"wgEncodeEH000171",,,"GSM765404","Gingeras","CSHL","LID8470",,,"cytosol","ed62d554f38137c4f5c2514a969ea549",,"wgEncode","2x76D",2,"longPolyA","Illumina_GA2x",,"246M","Nist14",2447,,"wgEncodeCshlLongRnaSeqHelas3CytosolPapMinusRawSigRep2","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqHelas3CytosolPapMinusRawSigRep2.bigWig","wgEncodeCshlLongRnaSeqHelas3CytosolPapMinusRawSigRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHelas3CytosolPapMinusRawSigRep2.bigWig"
"011C","HeLa-S3","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-09-30#,#2011-06-30#,"wgEncodeEH000171",,,"GSM765404","Gingeras","CSHL","LID8469",,,"cytosol","5f645c0f4a15472eb869054cdcf8f4ef",,"wgEncode","2x76D",1,"longPolyA","Illumina_GA2x",,"348M","Nist14",1951,,"wgEncodeCshlLongRnaSeqHelas3CytosolPapPlusRawSigRep1","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqHelas3CytosolPapPlusRawSigRep1.bigWig","wgEncodeCshlLongRnaSeqHelas3CytosolPapPlusRawSigRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHelas3CytosolPapPlusRawSigRep1.bigWig"
"012C","HeLa-S3","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-09-30#,#2011-06-30#,"wgEncodeEH000171",,,"GSM765404","Gingeras","CSHL","LID8470",,,"cytosol","4bed223c95320b5be4bc44a2d45a8510",,"wgEncode","2x76D",2,"longPolyA","Illumina_GA2x",,"251M","Nist14",2447,,"wgEncodeCshlLongRnaSeqHelas3CytosolPapPlusRawSigRep2","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqHelas3CytosolPapPlusRawSigRep2.bigWig","wgEncodeCshlLongRnaSeqHelas3CytosolPapPlusRawSigRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHelas3CytosolPapPlusRawSigRep2.bigWig"
"011N","HeLa-S3","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2011-01-11#,#2011-10-11#,"wgEncodeEH000190",,,"GSM767848","Gingeras","CSHL","LID9200",,,"nucleus","52ac5b0e92c018415f4559d0c81f96c9",,"wgEncode","2x76D",1,"longNonPolyA","Illumina_GA2x",,"264M","Nist14",3234,,"wgEncodeCshlLongRnaSeqHelas3NucleusLongnonpolyaMinusRawSigRep1","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqHelas3NucleusLongnonpolyaMinusRawSigRep1.bigWig","wgEncodeCshlLongRnaSeqHelas3NucleusLongnonpolyaMinusRawSigRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHelas3NucleusLongnonpolyaMinusRawSigRep1.bigWig"
