"biological_category","technology","extract_name","comment__rna_tube_","comment__sample_name_","comment__organism_","protocol_ref","parameter__rna_extraction_","extract_name_1","comment__rna_id_","comment__material_type_","comment__comment_on_rna_","protocol_ref_1","comment__lsid_","parameter__library_protocol_","library_name","comment__library_id_","protocol_ref_2","parameter__sequence_protocol_","parameter__machine_name_","parameter__run_name_","parameter__flowcell_channel_","file_name","comment__sequence_raw_file_","protocol_ref_3","parameter__sex_","file_name_1","fname","url"
"Primary cell","HeliScopeCAGE","11867-125B4","11867-125B4","CD14+ monocytes - treated with Cryptococcus, donor1","Homo sapiens","standard whole cell","standard whole cell","11867-125B4.rna","11867-125B4.rna","total RNA","comment:Sample category:""FANTOM5 update 26May2011""; RNA lot number:""D3-8 "";donor(cell lot):""donor1"";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:9; A260A280:2; A260A230:1.34","OP-HELISCOPE-CAGE-v4.0",1024,"OP-HELISCOPE-CAGE-v4.0","CNhs13472","CNhs13472","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc2.ch08","/sequencedata/heliscope/srf/2011_05_26_R2_30Q_1100FOV","/sequencedata/heliscope/srf/2011_05_26_R2_30Q_1100FOV","delve_align","female","CD14%2b%20monocytes%20-%20treated%20with%20Cryptococcus%2c%20donor1.CNhs13472.11867-125B4.hg19.nobarcode.bam","primary_cell.hCAGE-CD14+ monocytes - treated with Cryptococcus, donor1.CNhs13472.11867-125B4.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.primary_cell.hCAGE/CD14%252b%2520monocytes%2520-%2520treated%2520with%2520Cryptococcus%252c%2520donor1.CNhs13472.11867-125B4.hg19.ctss.bed.gz"
"Primary cell","HeliScopeCAGE","11877-125C5","11877-125C5","CD14+ monocytes - treated with Cryptococcus, donor2","Homo sapiens","standard whole cell","standard whole cell","11877-125C5.rna","11877-125C5.rna","total RNA","comment:Sample category:""FANTOM5 update 26May2011""; RNA lot number:""D4-8"";donor(cell lot):""donor2"";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:9.2; A260A280:2.02; A260A230:1.78","OP-HELISCOPE-CAGE-v4.0",1025,"OP-HELISCOPE-CAGE-v4.0","CNhs13487","CNhs13487","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch10","/sequencedata/heliscope/srf/2011_05_20_R4_30Q_1100FOV/","/sequencedata/heliscope/srf/2011_05_20_R4_30Q_1100FOV/","delve_align","male","CD14%2b%20monocytes%20-%20treated%20with%20Cryptococcus%2c%20donor2.CNhs13487.11877-125C5.hg19.nobarcode.bam","primary_cell.hCAGE-CD14+ monocytes - treated with Cryptococcus, donor2.CNhs13487.11877-125C5.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.primary_cell.hCAGE/CD14%252b%2520monocytes%2520-%2520treated%2520with%2520Cryptococcus%252c%2520donor2.CNhs13487.11877-125C5.hg19.ctss.bed.gz"
"Primary cell","HeliScopeCAGE","11887-125D6","11887-125D6","CD14+ monocytes - treated with Cryptococcus, donor3","Homo sapiens","standard whole cell","standard whole cell","11887-125D6.rna","11887-125D6.rna","total RNA","comment:Sample category:""FANTOM5 update 26May2011""; RNA lot number:""D5-8"";donor(cell lot):""donor3"";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:9.4; A260A280:2; A260A230:0.89","OP-HELISCOPE-CAGE-v3.12",1029,"OP-HELISCOPE-CAGE-v3.12","CNhs13546","CNhs13546","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch02","/sequencedata/heliscope/srf/2011_05_31_R4_30Q_1100FOV/","/sequencedata/heliscope/srf/2011_05_31_R4_30Q_1100FOV/","delve_align","female","CD14%2b%20monocytes%20-%20treated%20with%20Cryptococcus%2c%20donor3.CNhs13546.11887-125D6.hg19.nobarcode.bam ","primary_cell.hCAGE-CD14+ monocytes - treated with Cryptococcus, donor3.CNhs13546.11887-125D6.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.primary_cell.hCAGE/CD14%252b%2520monocytes%2520-%2520treated%2520with%2520Cryptococcus%252c%2520donor3.CNhs13546.11887-125D6.hg19.ctss.bed.gz"
"Primary cell","HeliScopeCAGE","11864-125B1","11864-125B1","CD14+ monocytes - treated with Group A streptococci, donor1","Homo sapiens","standard whole cell","standard whole cell","11864-125B1.rna","11864-125B1.rna","total RNA","comment:Sample category:""FANTOM5 update 26May2011""; RNA lot number:""D3-5 "";donor(cell lot):""donor1"";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:9.8; A260A280:2.03; A260A230:1.86","OP-HELISCOPE-CAGE-v4.0",1024,"OP-HELISCOPE-CAGE-v4.0","CNhs13469","CNhs13469","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc2.ch17","/sequencedata/heliscope/srf/2011_05_26_R2_30Q_1100FOV","/sequencedata/heliscope/srf/2011_05_26_R2_30Q_1100FOV","delve_align","female","CD14%2b%20monocytes%20-%20treated%20with%20Group%20A%20streptococci%2c%20donor1.CNhs13469.11864-125B1.hg19.nobarcode.bam","primary_cell.hCAGE-CD14+ monocytes - treated with Group A streptococci, donor1.CNhs13469.11864-125B1.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.primary_cell.hCAGE/CD14%252b%2520monocytes%2520-%2520treated%2520with%2520Group%2520A%2520streptococci%252c%2520donor1.CNhs13469.11864-125B1.hg19.ctss.bed.gz"
"Primary cell","HeliScopeCAGE","11874-125C2","11874-125C2","CD14+ monocytes - treated with Group A streptococci, donor2","Homo sapiens","standard whole cell","standard whole cell","11874-125C2.rna","11874-125C2.rna","total RNA","comment:Sample category:""FANTOM5 update 26May2011""; RNA lot number:""D4-5"";donor(cell lot):""donor2"";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:8.9; A260A280:1.98; A260A230:0.99","OP-HELISCOPE-CAGE-v3.12",1029,"OP-HELISCOPE-CAGE-v3.12","CNhs13532","CNhs13532","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch19","/sequencedata/heliscope/srf/2011_05_31_R4_30Q_1100FOV/","/sequencedata/heliscope/srf/2011_05_31_R4_30Q_1100FOV/","delve_align","male","CD14%2b%20monocytes%20-%20treated%20with%20Group%20A%20streptococci%2c%20donor2.CNhs13532.11874-125C2.hg19.nobarcode.bam","primary_cell.hCAGE-CD14+ monocytes - treated with Group A streptococci, donor2.CNhs13532.11874-125C2.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.primary_cell.hCAGE/CD14%252b%2520monocytes%2520-%2520treated%2520with%2520Group%2520A%2520streptococci%252c%2520donor2.CNhs13532.11874-125C2.hg19.ctss.bed.gz"
"Primary cell","HeliScopeCAGE","11884-125D3","11884-125D3","CD14+ monocytes - treated with Group A streptococci, donor3","Homo sapiens","standard whole cell","standard whole cell","11884-125D3.rna","11884-125D3.rna","total RNA","comment:Sample category:""FANTOM5 update 26May2011""; RNA lot number:""D5-5"";donor(cell lot):""donor3"";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:9.1; A260A280:2.01; A260A230:0.94","OP-HELISCOPE-CAGE-v4.0",1025,"OP-HELISCOPE-CAGE-v4.0","CNhs13492","CNhs13492","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch20","/sequencedata/heliscope/srf/2011_05_20_R4_30Q_1100FOV/","/sequencedata/heliscope/srf/2011_05_20_R4_30Q_1100FOV/","delve_align","female","CD14%2b%20monocytes%20-%20treated%20with%20Group%20A%20streptococci%2c%20donor3.CNhs13492.11884-125D3.hg19.nobarcode.bam","primary_cell.hCAGE-CD14+ monocytes - treated with Group A streptococci, donor3.CNhs13492.11884-125D3.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.primary_cell.hCAGE/CD14%252b%2520monocytes%2520-%2520treated%2520with%2520Group%2520A%2520streptococci%252c%2520donor3.CNhs13492.11884-125D3.hg19.ctss.bed.gz"
"Primary cell","HeliScopeCAGE","11861-125A7","11861-125A7","CD14+ monocytes - treated with IFN + N-hexane, donor1","Homo sapiens","standard whole cell","standard whole cell","11861-125A7.rna","11861-125A7.rna","total RNA","comment:Sample category:""FANTOM5 update 26May2011""; RNA lot number:""D3-2 "";donor(cell lot):""donor1"";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:9.1; A260A280:2.03; A260A230:1.91","OP-HELISCOPE-CAGE-v4.0",1024,"OP-HELISCOPE-CAGE-v4.0","CNhs13466","CNhs13466","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc2.ch01","/sequencedata/heliscope/srf/2011_05_26_R2_30Q_1100FOV","/sequencedata/heliscope/srf/2011_05_26_R2_30Q_1100FOV","delve_align","female","CD14%2b%20monocytes%20-%20treated%20with%20IFN%20%2b%20N-hexane%2c%20donor1.CNhs13466.11861-125A7.hg19.nobarcode.bam","primary_cell.hCAGE-CD14+ monocytes - treated with IFN + N-hexane, donor1.CNhs13466.11861-125A7.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.primary_cell.hCAGE/CD14%252b%2520monocytes%2520-%2520treated%2520with%2520IFN%2520%252b%2520N-hexane%252c%2520donor1.CNhs13466.11861-125A7.hg19.ctss.bed.gz"
"Primary cell","HeliScopeCAGE","11871-125B8","11871-125B8","CD14+ monocytes - treated with IFN + N-hexane, donor2","Homo sapiens","standard whole cell","standard whole cell","11871-125B8.rna","11871-125B8.rna","total RNA","comment:Sample category:""FANTOM5 update 26May2011""; RNA lot number:""D4-2"";donor(cell lot):""donor2"";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:9.1; A260A280:2.03; A260A230:1.61","OP-HELISCOPE-CAGE-v4.0",1024,"OP-HELISCOPE-CAGE-v4.0","CNhs13476","CNhs13476","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc2.ch21","/sequencedata/heliscope/srf/2011_05_26_R2_30Q_1100FOV","/sequencedata/heliscope/srf/2011_05_26_R2_30Q_1100FOV","delve_align","male","CD14%2b%20monocytes%20-%20treated%20with%20IFN%20%2b%20N-hexane%2c%20donor2.CNhs13476.11871-125B8.hg19.nobarcode.bam","primary_cell.hCAGE-CD14+ monocytes - treated with IFN + N-hexane, donor2.CNhs13476.11871-125B8.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.primary_cell.hCAGE/CD14%252b%2520monocytes%2520-%2520treated%2520with%2520IFN%2520%252b%2520N-hexane%252c%2520donor2.CNhs13476.11871-125B8.hg19.ctss.bed.gz"
"Primary cell","HeliScopeCAGE","11881-125C9","11881-125C9","CD14+ monocytes - treated with IFN + N-hexane, donor3","Homo sapiens","standard whole cell","standard whole cell","11881-125C9.rna","11881-125C9.rna","total RNA","comment:Sample category:""FANTOM5 update 26May2011""; RNA lot number:""D5-2"";donor(cell lot):""donor3"";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:9.2; A260A280:2.01; A260A230:1.43","OP-HELISCOPE-CAGE-v4.0",1025,"OP-HELISCOPE-CAGE-v4.0","CNhs13490","CNhs13490","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch01","/sequencedata/heliscope/srf/2011_05_20_R4_30Q_1100FOV/","/sequencedata/heliscope/srf/2011_05_20_R4_30Q_1100FOV/","delve_align","female","CD14%2b%20monocytes%20-%20treated%20with%20IFN%20%2b%20N-hexane%2c%20donor3.CNhs13490.11881-125C9.hg19.nobarcode.bam","primary_cell.hCAGE-CD14+ monocytes - treated with IFN + N-hexane, donor3.CNhs13490.11881-125C9.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.primary_cell.hCAGE/CD14%252b%2520monocytes%2520-%2520treated%2520with%2520IFN%2520%252b%2520N-hexane%252c%2520donor3.CNhs13490.11881-125C9.hg19.ctss.bed.gz"
"Primary cell","HeliScopeCAGE","11866-125B3","11866-125B3","CD14+ monocytes - treated with Salmonella, donor1","Homo sapiens","standard whole cell","standard whole cell","11866-125B3.rna","11866-125B3.rna","total RNA","comment:Sample category:""FANTOM5 update 26May2011""; RNA lot number:""D3-7 "";donor(cell lot):""donor1"";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:9; A260A280:2.02; A260A230:1.82","OP-HELISCOPE-CAGE-v4.0",1024,"OP-HELISCOPE-CAGE-v4.0","CNhs13471","CNhs13471","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc2.ch11","/sequencedata/heliscope/srf/2011_05_26_R2_30Q_1100FOV","/sequencedata/heliscope/srf/2011_05_26_R2_30Q_1100FOV","delve_align","female","CD14%2b%20monocytes%20-%20treated%20with%20Salmonella%2c%20donor1.CNhs13471.11866-125B3.hg19.nobarcode.bam","primary_cell.hCAGE-CD14+ monocytes - treated with Salmonella, donor1.CNhs13471.11866-125B3.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.primary_cell.hCAGE/CD14%252b%2520monocytes%2520-%2520treated%2520with%2520Salmonella%252c%2520donor1.CNhs13471.11866-125B3.hg19.ctss.bed.gz"
"Primary cell","HeliScopeCAGE","11876-125C4","11876-125C4","CD14+ monocytes - treated with Salmonella, donor2","Homo sapiens","standard whole cell","standard whole cell","11876-125C4.rna","11876-125C4.rna","total RNA","comment:Sample category:""FANTOM5 update 26May2011""; RNA lot number:""D4-7"";donor(cell lot):""donor2"";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:8.9; A260A280:2.03; A260A230:1.41","OP-HELISCOPE-CAGE-v4.0",1025,"OP-HELISCOPE-CAGE-v4.0","CNhs13485","CNhs13485","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch16","/sequencedata/heliscope/srf/2011_05_20_R4_30Q_1100FOV/","/sequencedata/heliscope/srf/2011_05_20_R4_30Q_1100FOV/","delve_align","male","CD14%2b%20monocytes%20-%20treated%20with%20Salmonella%2c%20donor2.CNhs13485.11876-125C4.hg19.nobarcode.bam","primary_cell.hCAGE-CD14+ monocytes - treated with Salmonella, donor2.CNhs13485.11876-125C4.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.primary_cell.hCAGE/CD14%252b%2520monocytes%2520-%2520treated%2520with%2520Salmonella%252c%2520donor2.CNhs13485.11876-125C4.hg19.ctss.bed.gz"
"Primary cell","HeliScopeCAGE","11886-125D5","11886-125D5","CD14+ monocytes - treated with Salmonella, donor3","Homo sapiens","standard whole cell","standard whole cell","11886-125D5.rna","11886-125D5.rna","total RNA","comment:Sample category:""FANTOM5 update 26May2011""; RNA lot number:""D5-7"";donor(cell lot):""donor3"";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:9.3; A260A280:2.02; A260A230:1.22","OP-HELISCOPE-CAGE-v4.0",1025,"OP-HELISCOPE-CAGE-v4.0","CNhs13493","CNhs13493","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch17","/sequencedata/heliscope/srf/2011_05_20_R4_30Q_1100FOV/","/sequencedata/heliscope/srf/2011_05_20_R4_30Q_1100FOV/","delve_align","female","CD14%2b%20monocytes%20-%20treated%20with%20Salmonella%2c%20donor3.CNhs13493.11886-125D5.hg19.nobarcode.bam","primary_cell.hCAGE-CD14+ monocytes - treated with Salmonella, donor3.CNhs13493.11886-125D5.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.primary_cell.hCAGE/CD14%252b%2520monocytes%2520-%2520treated%2520with%2520Salmonella%252c%2520donor3.CNhs13493.11886-125D5.hg19.ctss.bed.gz"
"Primary cell","HeliScopeCAGE","11862-125A8","11862-125A8","CD14+ monocytes - treated with Trehalose dimycolate (TDM), donor1","Homo sapiens","standard whole cell","standard whole cell","11862-125A8.rna","11862-125A8.rna","total RNA","comment:Sample category:""FANTOM5 update 26May2011""; RNA lot number:""D3-3 "";donor(cell lot):""donor1"";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:8.8; A260A280:2.02; A260A230:1.14","OP-HELISCOPE-CAGE-v4.0",1024,"OP-HELISCOPE-CAGE-v4.0","CNhs13467","CNhs13467","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc2.ch23","/sequencedata/heliscope/srf/2011_05_26_R2_30Q_1100FOV","/sequencedata/heliscope/srf/2011_05_26_R2_30Q_1100FOV","delve_align","female","CD14%2b%20monocytes%20-%20treated%20with%20Trehalose%20dimycolate%20%28TDM%29%2c%20donor1.CNhs13467.11862-125A8.hg19.nobarcode.bam","primary_cell.hCAGE-CD14+ monocytes - treated with Trehalose dimycolate (TDM), donor1.CNhs13467.11862-125A8.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.primary_cell.hCAGE/CD14%252b%2520monocytes%2520-%2520treated%2520with%2520Trehalose%2520dimycolate%2520%2528TDM%2529%252c%2520donor1.CNhs13467.11862-125A8.hg19.ctss.bed.gz"
"Primary cell","HeliScopeCAGE","11872-125B9","11872-125B9","CD14+ monocytes - treated with Trehalose dimycolate (TDM), donor2","Homo sapiens","standard whole cell","standard whole cell","11872-125B9.rna","11872-125B9.rna","total RNA","comment:Sample category:""FANTOM5 update 26May2011""; RNA lot number:""D4-3"";donor(cell lot):""donor2"";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:8.6; A260A280:2.02; A260A230:1.47","OP-HELISCOPE-CAGE-v4.0",1025,"OP-HELISCOPE-CAGE-v4.0","CNhs13483","CNhs13483","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch22","/sequencedata/heliscope/srf/2011_05_20_R4_30Q_1100FOV/","/sequencedata/heliscope/srf/2011_05_20_R4_30Q_1100FOV/","delve_align","male","CD14%2b%20monocytes%20-%20treated%20with%20Trehalose%20dimycolate%20%28TDM%29%2c%20donor2.CNhs13483.11872-125B9.hg19.nobarcode.bam","primary_cell.hCAGE-CD14+ monocytes - treated with Trehalose dimycolate (TDM), donor2.CNhs13483.11872-125B9.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.primary_cell.hCAGE/CD14%252b%2520monocytes%2520-%2520treated%2520with%2520Trehalose%2520dimycolate%2520%2528TDM%2529%252c%2520donor2.CNhs13483.11872-125B9.hg19.ctss.bed.gz"
"Primary cell","HeliScopeCAGE","11882-125D1","11882-125D1","CD14+ monocytes - treated with Trehalose dimycolate (TDM), donor3","Homo sapiens","standard whole cell","standard whole cell","11882-125D1.rna","11882-125D1.rna","total RNA","comment:Sample category:""FANTOM5 update 26May2011""; RNA lot number:""D5-3"";donor(cell lot):""donor3"";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:9.1; A260A280:1.94; A260A230:1.34","OP-HELISCOPE-CAGE-v3.12",1029,"OP-HELISCOPE-CAGE-v3.12","CNhs13544","CNhs13544","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch08","/sequencedata/heliscope/srf/2011_05_31_R4_30Q_1100FOV/","/sequencedata/heliscope/srf/2011_05_31_R4_30Q_1100FOV/","delve_align","female","CD14%2b%20monocytes%20-%20treated%20with%20Trehalose%20dimycolate%20%28TDM%29%2c%20donor3.CNhs13544.11882-125D1.hg19.nobarcode.bam","primary_cell.hCAGE-CD14+ monocytes - treated with Trehalose dimycolate (TDM), donor3.CNhs13544.11882-125D1.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.primary_cell.hCAGE/CD14%252b%2520monocytes%2520-%2520treated%2520with%2520Trehalose%2520dimycolate%2520%2528TDM%2529%252c%2520donor3.CNhs13544.11882-125D1.hg19.ctss.bed.gz"
"Primary cell","HeliScopeCAGE","11865-125B2","11865-125B2","CD14+ monocytes - treated with lipopolysaccharide, donor1","Homo sapiens","standard whole cell","standard whole cell","11865-125B2.rna","11865-125B2.rna","total RNA","comment:Sample category:""FANTOM5 update 26May2011""; RNA lot number:""D3-6 "";donor(cell lot):""donor1"";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:9.2; A260A280:2.02; A260A230:1.79","OP-HELISCOPE-CAGE-v4.0",1024,"OP-HELISCOPE-CAGE-v4.0","CNhs13470","CNhs13470","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc2.ch14","/sequencedata/heliscope/srf/2011_05_26_R2_30Q_1100FOV","/sequencedata/heliscope/srf/2011_05_26_R2_30Q_1100FOV","delve_align","female","CD14%2b%20monocytes%20-%20treated%20with%20lipopolysaccharide%2c%20donor1.CNhs13470.11865-125B2.hg19.nobarcode.bam","primary_cell.hCAGE-CD14+ monocytes - treated with lipopolysaccharide, donor1.CNhs13470.11865-125B2.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.primary_cell.hCAGE/CD14%252b%2520monocytes%2520-%2520treated%2520with%2520lipopolysaccharide%252c%2520donor1.CNhs13470.11865-125B2.hg19.ctss.bed.gz"
"Primary cell","HeliScopeCAGE","11875-125C3","11875-125C3","CD14+ monocytes - treated with lipopolysaccharide, donor2","Homo sapiens","standard whole cell","standard whole cell","11875-125C3.rna","11875-125C3.rna","total RNA","comment:Sample category:""FANTOM5 update 26May2011""; RNA lot number:""D4-6"";donor(cell lot):""donor2"";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:8.8; A260A280:1.91; A260A230:1.15","OP-HELISCOPE-CAGE-v3.12",1029,"OP-HELISCOPE-CAGE-v3.12","CNhs13533","CNhs13533","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch16","/sequencedata/heliscope/srf/2011_05_31_R4_30Q_1100FOV/","/sequencedata/heliscope/srf/2011_05_31_R4_30Q_1100FOV/","delve_align","male","CD14%2b%20monocytes%20-%20treated%20with%20lipopolysaccharide%2c%20donor2.CNhs13533.11875-125C3.hg19.nobarcode.bam","primary_cell.hCAGE-CD14+ monocytes - treated with lipopolysaccharide, donor2.CNhs13533.11875-125C3.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.primary_cell.hCAGE/CD14%252b%2520monocytes%2520-%2520treated%2520with%2520lipopolysaccharide%252c%2520donor2.CNhs13533.11875-125C3.hg19.ctss.bed.gz"
"Primary cell","HeliScopeCAGE","11885-125D4","11885-125D4","CD14+ monocytes - treated with lipopolysaccharide, donor3","Homo sapiens","standard whole cell","standard whole cell","11885-125D4.rna","11885-125D4.rna","total RNA","comment:Sample category:""FANTOM5 update 26May2011""; RNA lot number:""D5-6"";donor(cell lot):""donor3"";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:8.9; A260A280:1.95; A260A230:0.96","OP-HELISCOPE-CAGE-v3.12",1029,"OP-HELISCOPE-CAGE-v3.12","CNhs13545","CNhs13545","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch05","/sequencedata/heliscope/srf/2011_05_31_R4_30Q_1100FOV/","/sequencedata/heliscope/srf/2011_05_31_R4_30Q_1100FOV/","delve_align","female","CD14%2b%20monocytes%20-%20treated%20with%20lipopolysaccharide%2c%20donor3.CNhs13545.11885-125D4.hg19.nobarcode.bam","primary_cell.hCAGE-CD14+ monocytes - treated with lipopolysaccharide, donor3.CNhs13545.11885-125D4.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.primary_cell.hCAGE/CD14%252b%2520monocytes%2520-%2520treated%2520with%2520lipopolysaccharide%252c%2520donor3.CNhs13545.11885-125D4.hg19.ctss.bed.gz"
