"bio_rep","cell","composite","data_type","data_version","date_resubmitted","date_submitted","date_unrestricted","dcc_accession","donor_id","geo_sample_accession","grant","lab","lab_exp_id","lab_version","localization","md5sum","obj_status","project","read_type","replicate","rna_extract","seq_platform","sex","size","software_version","sub_id","submitted_data_version","table_name","type","view","filename","fname","url"
"Generation 0","HepG2","wgEncodeRikenCage","Cage","ENCODE June 2010 Freeze",#2010-06-21#,#2010-01-13#,#2010-10-13#,"wgEncodeEH000343",,,"Gingeras","RIKEN",,"bedtools v2.7.1","cytosol","89550776f2ae3c69924f69c6435bbcea","renamed","wgEncode",,0,"longNonPolyA",,,"12M",,1801,,"wgEncodeRikenCageHepg2CytosolLongnonpolyaPlusClusters","bigWig","PlusSignal","wgEncodeRikenCageHepg2CytosolLongnonpolyaPlusClusters.bigWig","wgEncodeRikenCageHepg2CytosolLongnonpolyaPlusClusters.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHepg2CytosolLongnonpolyaPlusClusters.bigWig"
"gen0125C","HepG2","wgEncodeRikenCage","Cage","ENCODE June 2010 Freeze",#2010-06-21#,#2010-01-13#,#2010-10-13#,"wgEncodeEH000343",,"GSM849351","Gingeras","RIKEN","I42","bedtools v2.7.1","cytosol","c02bc2a4d781f2be6ed726b8ed6dbe3e",,"wgEncode",,,"longNonPolyA",,,"8.2M",,1801,,"wgEncodeRikenCageHepg2CytosolPamMinusSignal","bigWig","MinusSignal","wgEncodeRikenCageHepg2CytosolPamMinusSignal.bigWig","wgEncodeRikenCageHepg2CytosolPamMinusSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHepg2CytosolPamMinusSignal.bigWig"
"gen0125C","HepG2","wgEncodeRikenCage","Cage","ENCODE June 2010 Freeze",#2010-06-21#,#2010-01-13#,#2010-10-13#,"wgEncodeEH000343",,"GSM849351","Gingeras","RIKEN","I42","bedtools v2.7.1","cytosol","89550776f2ae3c69924f69c6435bbcea",,"wgEncode",,,"longNonPolyA",,,"12M",,1801,,"wgEncodeRikenCageHepg2CytosolPamPlusSignal","bigWig","PlusSignal","wgEncodeRikenCageHepg2CytosolPamPlusSignal.bigWig","wgEncodeRikenCageHepg2CytosolPamPlusSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHepg2CytosolPamPlusSignal.bigWig"
"013C","HepG2","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001147",,,"Gingeras","RIKEN","J89",,"cytosol","2ea39955c9b1c0f9eeda48377cce7b30","renamed","wgEncode",,1,"longPolyA","Illumina_GA2x",,"4.1M",,2357,,"wgEncodeRikenCageHepg2CytosolPapMinusClustersRep1","bigWig","MinusSignal","wgEncodeRikenCageHepg2CytosolPapMinusClustersRep1.bigWig","wgEncodeRikenCageHepg2CytosolPapMinusClustersRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHepg2CytosolPapMinusClustersRep1.bigWig"
"014C","HepG2","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001147",,,"Gingeras","RIKEN","J90",,"cytosol","92820cb9611cfcef2dce9613e83f3a1a","renamed","wgEncode",,2,"longPolyA","Illumina_GA2x",,"4.6M",,2369,,"wgEncodeRikenCageHepg2CytosolPapMinusClustersRep2","bigWig","MinusSignal","wgEncodeRikenCageHepg2CytosolPapMinusClustersRep2.bigWig","wgEncodeRikenCageHepg2CytosolPapMinusClustersRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHepg2CytosolPapMinusClustersRep2.bigWig"
"013C","HepG2","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001147",,"GSM849343","Gingeras","RIKEN","J89",,"cytosol","2ea39955c9b1c0f9eeda48377cce7b30",,"wgEncode",,1,"longPolyA","Illumina_GA2x",,"4.1M",,2357,,"wgEncodeRikenCageHepg2CytosolPapMinusSignalRep1","bigWig","MinusSignal","wgEncodeRikenCageHepg2CytosolPapMinusSignalRep1.bigWig","wgEncodeRikenCageHepg2CytosolPapMinusSignalRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHepg2CytosolPapMinusSignalRep1.bigWig"
"014C","HepG2","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001147",,"GSM849343","Gingeras","RIKEN","J90",,"cytosol","92820cb9611cfcef2dce9613e83f3a1a",,"wgEncode",,2,"longPolyA","Illumina_GA2x",,"4.6M",,2369,,"wgEncodeRikenCageHepg2CytosolPapMinusSignalRep2","bigWig","MinusSignal","wgEncodeRikenCageHepg2CytosolPapMinusSignalRep2.bigWig","wgEncodeRikenCageHepg2CytosolPapMinusSignalRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHepg2CytosolPapMinusSignalRep2.bigWig"
"013C","HepG2","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001147",,,"Gingeras","RIKEN","J89",,"cytosol","4f2463a54df250799d0312ffbc678e41","renamed","wgEncode",,1,"longPolyA","Illumina_GA2x",,"4.2M",,2357,,"wgEncodeRikenCageHepg2CytosolPapPlusClustersRep1","bigWig","PlusSignal","wgEncodeRikenCageHepg2CytosolPapPlusClustersRep1.bigWig","wgEncodeRikenCageHepg2CytosolPapPlusClustersRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHepg2CytosolPapPlusClustersRep1.bigWig"
"014C","HepG2","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001147",,,"Gingeras","RIKEN","J90",,"cytosol","2e37e3e1ba081ffe36a3faf2845b337d","renamed","wgEncode",,2,"longPolyA","Illumina_GA2x",,"4.7M",,2369,,"wgEncodeRikenCageHepg2CytosolPapPlusClustersRep2","bigWig","PlusSignal","wgEncodeRikenCageHepg2CytosolPapPlusClustersRep2.bigWig","wgEncodeRikenCageHepg2CytosolPapPlusClustersRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHepg2CytosolPapPlusClustersRep2.bigWig"
"013C","HepG2","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001147",,"GSM849343","Gingeras","RIKEN","J89",,"cytosol","4f2463a54df250799d0312ffbc678e41",,"wgEncode",,1,"longPolyA","Illumina_GA2x",,"4.2M",,2357,,"wgEncodeRikenCageHepg2CytosolPapPlusSignalRep1","bigWig","PlusSignal","wgEncodeRikenCageHepg2CytosolPapPlusSignalRep1.bigWig","wgEncodeRikenCageHepg2CytosolPapPlusSignalRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHepg2CytosolPapPlusSignalRep1.bigWig"
"014C","HepG2","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001147",,"GSM849343","Gingeras","RIKEN","J90",,"cytosol","2e37e3e1ba081ffe36a3faf2845b337d",,"wgEncode",,2,"longPolyA","Illumina_GA2x",,"4.7M",,2369,,"wgEncodeRikenCageHepg2CytosolPapPlusSignalRep2","bigWig","PlusSignal","wgEncodeRikenCageHepg2CytosolPapPlusSignalRep2.bigWig","wgEncodeRikenCageHepg2CytosolPapPlusSignalRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHepg2CytosolPapPlusSignalRep2.bigWig"
"Generation 0","HepG2","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",#2010-08-23#,#2010-01-13#,#2010-10-13#,"wgEncodeEH000344",,,"Gingeras","RIKEN",,,"nucleolus","b4620610e3fcdfe229ef24235b641733","renamed","wgEncode",,0,"total",,,"20M",,2124,,"wgEncodeRikenCageHepg2NucleolusTotalMinusClusters","bigWig","MinusSignal","wgEncodeRikenCageHepg2NucleolusTotalMinusClusters.bigWig","wgEncodeRikenCageHepg2NucleolusTotalMinusClusters.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHepg2NucleolusTotalMinusClusters.bigWig"
"gen0127NL","HepG2","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",#2010-08-23#,#2010-01-13#,#2010-10-13#,"wgEncodeEH000344",,"GSM849344","Gingeras","RIKEN","I68",,"nucleolus","b4620610e3fcdfe229ef24235b641733",,"wgEncode",,,"total",,,"20M",,2124,,"wgEncodeRikenCageHepg2NucleolusTotalMinusSignal","bigWig","MinusSignal","wgEncodeRikenCageHepg2NucleolusTotalMinusSignal.bigWig","wgEncodeRikenCageHepg2NucleolusTotalMinusSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHepg2NucleolusTotalMinusSignal.bigWig"
"Generation 0","HepG2","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",#2010-08-23#,#2010-01-13#,#2010-10-13#,"wgEncodeEH000344",,,"Gingeras","RIKEN",,,"nucleolus","5d86d5e6d91a02ce636b273fdd482557","renamed","wgEncode",,0,"total",,,"20M",,2124,,"wgEncodeRikenCageHepg2NucleolusTotalPlusClusters","bigWig","PlusSignal","wgEncodeRikenCageHepg2NucleolusTotalPlusClusters.bigWig","wgEncodeRikenCageHepg2NucleolusTotalPlusClusters.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHepg2NucleolusTotalPlusClusters.bigWig"
"gen0127NL","HepG2","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",#2010-08-23#,#2010-01-13#,#2010-10-13#,"wgEncodeEH000344",,"GSM849344","Gingeras","RIKEN","I68",,"nucleolus","5d86d5e6d91a02ce636b273fdd482557",,"wgEncode",,,"total",,,"20M",,2124,,"wgEncodeRikenCageHepg2NucleolusTotalPlusSignal","bigWig","PlusSignal","wgEncodeRikenCageHepg2NucleolusTotalPlusSignal.bigWig","wgEncodeRikenCageHepg2NucleolusTotalPlusSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHepg2NucleolusTotalPlusSignal.bigWig"
"Generation 0","HepG2","wgEncodeRikenCage","Cage","ENCODE June 2010 Freeze",#2010-06-21#,#2010-01-13#,#2010-10-13#,"wgEncodeEH000345",,,"Gingeras","RIKEN",,"bedtools v2.7.1","nucleus","8c20300cab17417cde04b9f2137b72d3","renamed","wgEncode",,0,"longNonPolyA",,,"27M",,1802,,"wgEncodeRikenCageHepg2NucleusLongnonpolyaMinusClusters","bigWig","MinusSignal","wgEncodeRikenCageHepg2NucleusLongnonpolyaMinusClusters.bigWig","wgEncodeRikenCageHepg2NucleusLongnonpolyaMinusClusters.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHepg2NucleusLongnonpolyaMinusClusters.bigWig"
"Generation 0","HepG2","wgEncodeRikenCage","Cage","ENCODE June 2010 Freeze",#2010-06-21#,#2010-01-13#,#2010-10-13#,"wgEncodeEH000345",,,"Gingeras","RIKEN",,"bedtools v2.7.1","nucleus","43f9c074b1d343f2bf9d8bd9e7125f38","renamed","wgEncode",,0,"longNonPolyA",,,"28M",,1802,,"wgEncodeRikenCageHepg2NucleusLongnonpolyaPlusClusters","bigWig","PlusSignal","wgEncodeRikenCageHepg2NucleusLongnonpolyaPlusClusters.bigWig","wgEncodeRikenCageHepg2NucleusLongnonpolyaPlusClusters.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHepg2NucleusLongnonpolyaPlusClusters.bigWig"
"gen0128N","HepG2","wgEncodeRikenCage","Cage","ENCODE June 2010 Freeze",#2010-06-21#,#2010-01-13#,#2010-10-13#,"wgEncodeEH000345",,"GSM849345","Gingeras","RIKEN","I44","bedtools v2.7.1","nucleus","8c20300cab17417cde04b9f2137b72d3",,"wgEncode",,,"longNonPolyA",,,"27M",,1802,,"wgEncodeRikenCageHepg2NucleusPamMinusSignal","bigWig","MinusSignal","wgEncodeRikenCageHepg2NucleusPamMinusSignal.bigWig","wgEncodeRikenCageHepg2NucleusPamMinusSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHepg2NucleusPamMinusSignal.bigWig"
"gen0128N","HepG2","wgEncodeRikenCage","Cage","ENCODE June 2010 Freeze",#2010-06-21#,#2010-01-13#,#2010-10-13#,"wgEncodeEH000345",,"GSM849345","Gingeras","RIKEN","I44","bedtools v2.7.1","nucleus","43f9c074b1d343f2bf9d8bd9e7125f38",,"wgEncode",,,"longNonPolyA",,,"28M",,1802,,"wgEncodeRikenCageHepg2NucleusPamPlusSignal","bigWig","PlusSignal","wgEncodeRikenCageHepg2NucleusPamPlusSignal.bigWig","wgEncodeRikenCageHepg2NucleusPamPlusSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHepg2NucleusPamPlusSignal.bigWig"
"013N","HepG2","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001148",,,"Gingeras","RIKEN","J98",,"nucleus","92814b7e04f59782da8ea5890d0521a2","renamed","wgEncode",,1,"longPolyA","Illumina_GA2x",,"12M",,2375,,"wgEncodeRikenCageHepg2NucleusPapMinusClustersRep1","bigWig","MinusSignal","wgEncodeRikenCageHepg2NucleusPapMinusClustersRep1.bigWig","wgEncodeRikenCageHepg2NucleusPapMinusClustersRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHepg2NucleusPapMinusClustersRep1.bigWig"
"014N","HepG2","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001148",,,"Gingeras","RIKEN","J99",,"nucleus","5a1c86cb20a5d05c51e425094ee36dac","renamed","wgEncode",,2,"longPolyA","Illumina_GA2x",,"11M",,2366,,"wgEncodeRikenCageHepg2NucleusPapMinusClustersRep2","bigWig","MinusSignal","wgEncodeRikenCageHepg2NucleusPapMinusClustersRep2.bigWig","wgEncodeRikenCageHepg2NucleusPapMinusClustersRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHepg2NucleusPapMinusClustersRep2.bigWig"
"013N","HepG2","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001148",,"GSM849334","Gingeras","RIKEN","J98",,"nucleus","92814b7e04f59782da8ea5890d0521a2",,"wgEncode",,1,"longPolyA","Illumina_GA2x",,"12M",,2375,,"wgEncodeRikenCageHepg2NucleusPapMinusSignalRep1","bigWig","MinusSignal","wgEncodeRikenCageHepg2NucleusPapMinusSignalRep1.bigWig","wgEncodeRikenCageHepg2NucleusPapMinusSignalRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHepg2NucleusPapMinusSignalRep1.bigWig"
"014N","HepG2","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001148",,"GSM849334","Gingeras","RIKEN","J99",,"nucleus","5a1c86cb20a5d05c51e425094ee36dac",,"wgEncode",,2,"longPolyA","Illumina_GA2x",,"11M",,2366,,"wgEncodeRikenCageHepg2NucleusPapMinusSignalRep2","bigWig","MinusSignal","wgEncodeRikenCageHepg2NucleusPapMinusSignalRep2.bigWig","wgEncodeRikenCageHepg2NucleusPapMinusSignalRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHepg2NucleusPapMinusSignalRep2.bigWig"
"013N","HepG2","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001148",,,"Gingeras","RIKEN","J98",,"nucleus","eef2741f84bc636e4a0e93ad2519359e","renamed","wgEncode",,1,"longPolyA","Illumina_GA2x",,"12M",,2375,,"wgEncodeRikenCageHepg2NucleusPapPlusClustersRep1","bigWig","PlusSignal","wgEncodeRikenCageHepg2NucleusPapPlusClustersRep1.bigWig","wgEncodeRikenCageHepg2NucleusPapPlusClustersRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHepg2NucleusPapPlusClustersRep1.bigWig"
"014N","HepG2","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001148",,,"Gingeras","RIKEN","J99",,"nucleus","4aaba67241aa3e10eedf931262b3b043","renamed","wgEncode",,2,"longPolyA","Illumina_GA2x",,"11M",,2366,,"wgEncodeRikenCageHepg2NucleusPapPlusClustersRep2","bigWig","PlusSignal","wgEncodeRikenCageHepg2NucleusPapPlusClustersRep2.bigWig","wgEncodeRikenCageHepg2NucleusPapPlusClustersRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHepg2NucleusPapPlusClustersRep2.bigWig"
"013N","HepG2","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001148",,"GSM849334","Gingeras","RIKEN","J98",,"nucleus","eef2741f84bc636e4a0e93ad2519359e",,"wgEncode",,1,"longPolyA","Illumina_GA2x",,"12M",,2375,,"wgEncodeRikenCageHepg2NucleusPapPlusSignalRep1","bigWig","PlusSignal","wgEncodeRikenCageHepg2NucleusPapPlusSignalRep1.bigWig","wgEncodeRikenCageHepg2NucleusPapPlusSignalRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHepg2NucleusPapPlusSignalRep1.bigWig"
"014N","HepG2","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001148",,"GSM849334","Gingeras","RIKEN","J99",,"nucleus","4aaba67241aa3e10eedf931262b3b043",,"wgEncode",,2,"longPolyA","Illumina_GA2x",,"11M",,2366,,"wgEncodeRikenCageHepg2NucleusPapPlusSignalRep2","bigWig","PlusSignal","wgEncodeRikenCageHepg2NucleusPapPlusSignalRep2.bigWig","wgEncodeRikenCageHepg2NucleusPapPlusSignalRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHepg2NucleusPapPlusSignalRep2.bigWig"
"061WC","HFDPC","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-30#,"wgEncodeEH002743",102703.3,"GSM979638","Gingeras","RIKEN","CThi10103ACA",,"cell","c689a9e97c8a89b8325f2821fb05f6e8",,"wgEncode","1x50",1,"longPolyA","Illumina_HiSeq_2000",,"4.8M",,6641,,"wgEncodeRikenCageHfdpcCellPapMinusRawRep1","bigWig","MinusSignal","wgEncodeRikenCageHfdpcCellPapMinusRawRep1.bigWig","wgEncodeRikenCageHfdpcCellPapMinusRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHfdpcCellPapMinusRawRep1.bigWig"
"062WC","HFDPC","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-30#,"wgEncodeEH002743",100503.2,"GSM979638","Gingeras","RIKEN","CThi10100GAT",,"cell","3f75e07bc611cddbae035fc5f1236d63",,"wgEncode","1x50",2,"longPolyA","Illumina_HiSeq_2000",,"858K",,6629,,"wgEncodeRikenCageHfdpcCellPapMinusRawRep2","bigWig","MinusSignal","wgEncodeRikenCageHfdpcCellPapMinusRawRep2.bigWig","wgEncodeRikenCageHfdpcCellPapMinusRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHfdpcCellPapMinusRawRep2.bigWig"
"061WC","HFDPC","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-30#,"wgEncodeEH002743",102703.3,"GSM979638","Gingeras","RIKEN","CThi10103ACA",,"cell","8a883c171601c88ba031a385ad956b85",,"wgEncode","1x50",1,"longPolyA","Illumina_HiSeq_2000",,"4.7M",,6641,,"wgEncodeRikenCageHfdpcCellPapPlusRawRep1","bigWig","PlusSignal","wgEncodeRikenCageHfdpcCellPapPlusRawRep1.bigWig","wgEncodeRikenCageHfdpcCellPapPlusRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHfdpcCellPapPlusRawRep1.bigWig"
"062WC","HFDPC","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-30#,"wgEncodeEH002743",100503.2,"GSM979638","Gingeras","RIKEN","CThi10100GAT",,"cell","8d9adbd1a0d366831eaf5a2ee4fa2bb1",,"wgEncode","1x50",2,"longPolyA","Illumina_HiSeq_2000",,"860K",,6629,,"wgEncodeRikenCageHfdpcCellPapPlusRawRep2","bigWig","PlusSignal","wgEncodeRikenCageHfdpcCellPapPlusRawRep2.bigWig","wgEncodeRikenCageHfdpcCellPapPlusRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHfdpcCellPapPlusRawRep2.bigWig"
"063WC","HMEpC","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-30#,"wgEncodeEH002744",6022801.3,"GSM979641","Gingeras","RIKEN","CThi10105GAT",,"cell","b68db89e4c98872955073d47d31b0386",,"wgEncode","1x50",1,"longPolyA","Illumina_HiSeq_2000",,"12M",,6612,,"wgEncodeRikenCageHmepcCellPapMinusRawRep1","bigWig","MinusSignal","wgEncodeRikenCageHmepcCellPapMinusRawRep1.bigWig","wgEncodeRikenCageHmepcCellPapMinusRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHmepcCellPapMinusRawRep1.bigWig"
"063WC","HMEpC","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-30#,"wgEncodeEH002744",6022801.3,"GSM979641","Gingeras","RIKEN","CThi10105GAT",,"cell","3e389290cf9e48d636cf6b5891646515",,"wgEncode","1x50",1,"longPolyA","Illumina_HiSeq_2000",,"11M",,6612,,"wgEncodeRikenCageHmepcCellPapPlusRawRep1","bigWig","PlusSignal","wgEncodeRikenCageHmepcCellPapPlusRawRep1.bigWig","wgEncodeRikenCageHmepcCellPapPlusRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHmepcCellPapPlusRawRep1.bigWig"
"065WC","hMSC-AT","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-30#,"wgEncodeEH002765",102604.12,"GSM979652","Gingeras","RIKEN","CThi10105ACA",,"cell","b57164643803da6826596760dc823507",,"wgEncode","1x50",1,"longPolyA","Illumina_HiSeq_2000",,"7.8M",,6644,,"wgEncodeRikenCageHmscatCellPapMinusRawRep1","bigWig","MinusSignal","wgEncodeRikenCageHmscatCellPapMinusRawRep1.bigWig","wgEncodeRikenCageHmscatCellPapMinusRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHmscatCellPapMinusRawRep1.bigWig"
"066WC","hMSC-AT","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-30#,"wgEncodeEH002765",9061601.12,"GSM979652","Gingeras","RIKEN","CThi10104GAT",,"cell","5f941c27d13a5e8fac1d9df4750e16f7",,"wgEncode","1x50",2,"longPolyA","Illumina_HiSeq_2000",,"10M",,6602,,"wgEncodeRikenCageHmscatCellPapMinusRawRep2","bigWig","MinusSignal","wgEncodeRikenCageHmscatCellPapMinusRawRep2.bigWig","wgEncodeRikenCageHmscatCellPapMinusRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHmscatCellPapMinusRawRep2.bigWig"
"065WC","hMSC-AT","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-30#,"wgEncodeEH002765",102604.12,"GSM979652","Gingeras","RIKEN","CThi10105ACA",,"cell","9467c8e83ff1f795b26a311d45484d04",,"wgEncode","1x50",1,"longPolyA","Illumina_HiSeq_2000",,"7.4M",,6644,,"wgEncodeRikenCageHmscatCellPapPlusRawRep1","bigWig","PlusSignal","wgEncodeRikenCageHmscatCellPapPlusRawRep1.bigWig","wgEncodeRikenCageHmscatCellPapPlusRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHmscatCellPapPlusRawRep1.bigWig"
"066WC","hMSC-AT","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-30#,"wgEncodeEH002765",9061601.12,"GSM979652","Gingeras","RIKEN","CThi10104GAT",,"cell","86d9b9ceeadaa1b88cca2d32fa8e18ad",,"wgEncode","1x50",2,"longPolyA","Illumina_HiSeq_2000",,"9.5M",,6602,,"wgEncodeRikenCageHmscatCellPapPlusRawRep2","bigWig","PlusSignal","wgEncodeRikenCageHmscatCellPapPlusRawRep2.bigWig","wgEncodeRikenCageHmscatCellPapPlusRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHmscatCellPapPlusRawRep2.bigWig"
